,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6178,33047952,Leisure 1 BR Apartment near Holland Village MRT,151196270,Jhian,Central Region,Bukit Timah,1.3139100000000001,103.79435,Entire home/apt,156,89,0,,,45,365
6179,33048147,1 Bedroom Apartment in Vibrant Holland Village,151196270,Jhian,Central Region,Bukit Timah,1.31326,103.79258,Entire home/apt,156,89,0,,,45,365
6180,33049045,T - BEAUTIFUL CHIC 3 BEDROOM APT,229339,Tom,Central Region,Bukit Merah,1.28366,103.8338,Entire home/apt,250,1,0,,,26,328
6187,33061316,"STUNNING 2BR ON RIVER VALLEY Rd, Orchard",156409670,Rajan,Central Region,Tanglin,1.29378,103.82596,Entire home/apt,499,2,0,,,78,364
6188,33061606,"OPLUENT 1BR ON RIVER VALLEY Rd, Orchard",156409670,Rajan,Central Region,Tanglin,1.29334,103.82821,Entire home/apt,394,3,0,,,78,364
6190,33077877,Amazing Spacious 2 Bedroom Unit @ Balestier BL5,35691521,Vinn,Central Region,Novena,1.3239100000000001,103.85183,Entire home/apt,225,3,0,,,45,260
6191,33078070,❀❀2BR Spacious Apartment @ Balestier Unit BL5,8492007,Alvin,Central Region,Novena,1.32421,103.85354,Entire home/apt,199,3,0,,,203,260
6192,33078079,❀❀2BR Spacious @ Balestier Unit Near Market BL5,8492007,Alvin,Central Region,Novena,1.32438,103.85396,Entire home/apt,228,3,0,,,203,260
6193,33079291,1 BR Apartment at CBD with epic view from Balcony,151196270,Jhian,Central Region,Downtown Core,1.27352,103.84679,Entire home/apt,135,89,0,,,45,365
6194,33079397,1 BR Serviced Apt in CBD near Tanjong Pagar MRT,151196270,Jhian,Central Region,Downtown Core,1.27518,103.84643,Entire home/apt,140,89,0,,,45,210
6195,33079450,Studio Apt with amazing view in heart of city CBD,151196270,Jhian,Central Region,Downtown Core,1.27356,103.8455,Entire home/apt,106,89,0,,,45,363
6196,33079469,Hippy heritage New Balcony Window R1 (tiong bahru),8948251,Joey,Central Region,Bukit Merah,1.28541,103.83279,Private room,57,18,0,,,83,331
6198,33081780,Highfloor FullBathroom attached92 @ Chinatown/CBD,201775246,Hillary,Central Region,Outram,1.28478,103.84374,Private room,58,90,0,,,48,361
6200,33085177,"ONE BEDROOM DELUXE, SINGAPORE",138649185,Paridhi,Central Region,Kallang,1.3001,103.86036,Entire home/apt,444,3,0,,,76,364
6201,33085362,"24hr self-checkin Queenbed Rm2, 5min city center",201775246,Hillary,Central Region,Kallang,1.31132,103.86131,Private room,50,18,0,,,48,359
6202,33086213,Ensuite Master4 bedroom @ heritage apmt (3mth+),97878860,Chelsey,Central Region,Kallang,1.3111,103.85913000000001,Private room,54,18,0,,,59,360
6203,33087310,"Just inside CBD , Studio Apartment - Downtown Line",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28146,103.85181,Entire home/apt,135,90,0,,,41,365
6207,33098686,Tiong bahru Heritage Balcony window Rm1 near SGH,201775246,Hillary,Central Region,Bukit Merah,1.28315,103.83494,Private room,57,18,0,,,48,331
6208,33102270,150 sq ft room near city with attached bathroom,18976840,Charles,Central Region,Geylang,1.31433,103.90381,Private room,50,180,0,,,1,180
6223,33119907,prewar Tiong Bahru NEW Balcony window Rm1 near SGH,97878860,Chelsey,Central Region,Bukit Merah,1.28316,103.83354,Private room,57,18,0,,,59,331
6229,33147781,"MAGNIFICENT 1-BR on ORCHARD, W/D PRIVATE TERRACE",156409670,Rajan,Central Region,River Valley,1.30061,103.82894,Entire home/apt,475,3,0,,,78,364
6230,33147797,"OPLUENT 1BR PREMIUM ON RIVER VALLEY Rd, ORCHARD",156409670,Rajan,Central Region,Tanglin,1.2959399999999999,103.82812,Entire home/apt,419,3,0,,,78,364
6232,33149902,singapore affotable condominum [City view],249590675,Kanchana,North-East Region,Hougang,1.3762299999999998,103.90311,Private room,87,1,0,,,1,180
6233,33155188,"24hr self-checkin Queenbed Rm1, 5min city center",201775246,Hillary,Central Region,Kallang,1.30936,103.86261,Private room,58,18,0,,,48,359
6238,33172657,❀Amazing Spacious 1BR Apt Unit @ Balestier DM,8492007,Alvin,Central Region,Novena,1.32599,103.84600999999999,Entire home/apt,128,8,0,,,203,320
6239,33172664,Newly Renovated Full Furnish Modern Studio-CBD,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28006,103.85370999999999,Entire home/apt,112,90,0,,,41,365
6242,33174583,❀❀Amazing Spacious 2 Bedroom Unit @ Ochard RVP1A,8492007,Alvin,Central Region,River Valley,1.2948899999999999,103.84196,Entire home/apt,150,10,0,,,203,242
6243,33175321,"STROLL TO CLARKE QUAY, PLUSH 1BR SPACE",138649185,Paridhi,Central Region,Singapore River,1.29148,103.84283,Entire home/apt,435,2,0,,,76,364
6244,33175650,❀❀❀Amazing Spacious 3 Bedroom @ Boon Keng ERS3B5,8492007,Alvin,Central Region,Kallang,1.32009,103.86516,Entire home/apt,287,30,0,,,203,265
6247,33200074,❀❀❀Amazing Spacious 3 Bedroom Unit @ Balestier GA1,8492007,Alvin,Central Region,Novena,1.3284200000000002,103.84413,Entire home/apt,287,14,0,,,203,262
6249,33201295,"2BR Beautiful Apt w Pool, Gym, WIFI @ Balestier",201034613,Marcelo,Central Region,Novena,1.32469,103.84983000000001,Entire home/apt,181,15,0,,,67,365
6250,33204190,☀ SPACIOUS & MODERN 3BR w/ QUEEN BED FR STAY ☀,219550151,Rain,Central Region,Novena,1.32883,103.84324000000001,Entire home/apt,278,7,0,,,113,85
6251,33205621,"2BR Beautiful Apt, WIFI, POOL, GYM",201034613,Marcelo,Central Region,Kallang,1.32081,103.86327,Entire home/apt,200,15,0,,,67,365
6252,33208103,"STROLL TO CLARKE QUAY,  SPLENDID 3BR SPACE",138649185,Paridhi,Central Region,Singapore River,1.29236,103.84289,Entire home/apt,656,2,0,,,76,364
6254,33208709,"STUNNING 2BR ON RIVER VALLEY Rd, Orchard",138649185,Paridhi,Central Region,Tanglin,1.29406,103.8277,Entire home/apt,500,2,0,,,76,364
6255,33216747,BRAND NEW Window RmHH @ tiong bahru heritage,2413412,Kaurus,Central Region,Bukit Merah,1.2853700000000001,103.83485999999999,Private room,57,18,0,,,112,341
6260,33234851,"1BR Beautiful Unit with WIFI, POOL, GYM",201034613,Marcelo,Central Region,Rochor,1.3003799999999999,103.84716,Entire home/apt,131,18,0,,,67,365
6261,33238214,PRIVATE ROOM AT RIVER VALLEY CONDO,123019323,Guillermo,Central Region,Tanglin,1.29873,103.82808,Private room,51,90,0,,,1,90
6263,33255328,"24hr self-checkin Queenbed RmCa, 5min city center",201775246,Hillary,Central Region,Kallang,1.31131,103.86206,Private room,58,18,0,,,48,359
6267,33259687,Amazing Spacious 1 Bedroom Unit @ Balestier MZ1B,35691521,Vinn,Central Region,Novena,1.32108,103.85325,Entire home/apt,137,3,0,,,45,361
6268,33282970,Louis' apartment,76435986,Sindarto,Central Region,Bishan,1.36348,103.84039,Private room,600,1,0,,,1,364
6273,33324090,Aircon 1 or 2 adults with/without child > 10 years,13503463,Angelina,West Region,Jurong West,1.32843,103.72138000000001,Private room,15,30,0,,,1,296
6280,33333443,Beautiful 1BR Suite in Chinatown above MRT (#64),107501827,Mich,Central Region,Outram,1.28152,103.8399,Entire home/apt,240,3,0,,,8,65
6284,33348499,2BR Charming apt for Family Stay Excellent Area 2,35691521,Vinn,Central Region,Novena,1.3228,103.85244,Entire home/apt,244,5,0,,,45,254
6285,33349252,Modern 1 BR Service Apartment with Balcony in CBD,151196270,Jhian,Central Region,Downtown Core,1.2735,103.84666999999999,Entire home/apt,135,89,0,,,45,262
6286,33349397,1BR Apartment near CBD with Stunning City View,151196270,Jhian,Central Region,Downtown Core,1.2753299999999999,103.84586999999999,Entire home/apt,135,89,0,,,45,210
6287,33349552,Cozy Studio Apartment with huge Balcony in City,151196270,Jhian,Central Region,Downtown Core,1.27376,103.84684,Entire home/apt,108,89,0,,,45,363
6288,33349733,"Studio Serviced Apartment in CBD, Tanjong Pagar",151196270,Jhian,Central Region,Downtown Core,1.27512,103.84576,Entire home/apt,110,89,0,,,45,363
6293,33376051,☀ CLEAN AND SPACIOUS 3BR w/ QUEEN BEDS FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31276,103.88776,Entire home/apt,237,3,0,,,113,177
6295,33376540,☀ MODERN & CLEAN LOFT APT w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31521,103.89747,Entire home/apt,187,3,0,,,113,365
6296,33376634,☀CLEAN AND MODERN LOFT APT w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31522,103.89825,Entire home/apt,158,3,0,,,113,365
6297,33376682,☀CLEAN AND MODERN LOFT w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.3154700000000001,103.89851,Entire home/apt,158,3,0,,,113,365
6299,33378659,Private room walk to NUS Biopolis Buona Vista MRT,28788520,Terence,Central Region,Queenstown,1.3062799999999999,103.78515,Private room,60,90,0,,,7,279
6304,33412537,❀❀Amazing Spacious 2 Bedroom Apt Unit @ Central GE,8492007,Alvin,Central Region,Geylang,1.31192,103.88556,Entire home/apt,228,3,0,,,203,332
6305,33412662,✪✪Amazing Spacious 2 Bedroom Apt Unit @ Central GE,8492007,Alvin,Central Region,Geylang,1.3118,103.88535,Entire home/apt,228,14,0,,,203,365
6306,33412747,Amazing Spacious 2 Bedroom Unit @ Food Paradise GE,35691521,Vinn,Central Region,Geylang,1.31195,103.88667,Entire home/apt,225,3,0,,,45,332
6309,33431900,"☀☀2BR WIFI, POOL, GYM @ Geylang",209913841,Richards,Central Region,Geylang,1.31303,103.88714,Entire home/apt,187,20,0,,,157,332
6310,33432149,Amazing Spacious 2 Bedroom Apt Unit @ Central GE,159804766,Xiaoyu,Central Region,Geylang,1.3132,103.88653000000001,Entire home/apt,228,3,0,,,79,332
6311,33432585,SGD650/month,251870946,Cl,North-East Region,Hougang,1.36315,103.89238,Private room,750,365,0,,,1,365
6312,33435971,2BR Beautiful Apt Near Novena @Balestier,209913841,Richards,Central Region,Novena,1.32475,103.8489,Entire home/apt,169,14,0,,,157,365
6315,33438181,"1BR Apt w/ WIFI, GYM, POOL Near Purple Line MRT!",209913841,Richards,Central Region,Newton,1.30531,103.84734,Entire home/apt,131,14,0,,,157,365
6316,33440360,"3BR Beautiful Apt w Pool, WIFI, GYM, 5mins to MRT!",201034613,Marcelo,Central Region,Kallang,1.32092,103.8649,Entire home/apt,287,20,0,,,67,365
6319,33460939,Beachfront Budget Glamping at East Coast ParkSiteD,252092906,Ken,East Region,Bedok,1.31304,103.95774,Entire home/apt,99,1,0,,,2,179
6320,33461309,Big master bedroom with balcony near MRT and malls,247914709,Chris,Central Region,Geylang,1.3137,103.89315,Private room,99,2,0,,,4,364
6326,33477122,HighFloor City/chinatown Queenbed room1,201775246,Hillary,Central Region,Outram,1.2846899999999999,103.84346,Private room,58,90,0,,,48,365
6328,33480849,"2 suites for 4, attached bathroom. near MRT, shops",211434562,Paryani,Central Region,Rochor,1.30429,103.85076,Private room,150,1,0,,,64,365
6329,33481407,Beachfront Hammocking at East Coast Park Site D,252092906,Ken,East Region,Bedok,1.30437,103.92211,Entire home/apt,58,1,0,,,2,179
6330,33485615,Design city loft in Bugis for min 3 months,8703688,Nawan,Central Region,Kallang,1.30339,103.86163,Entire home/apt,110,90,0,,,3,291
6335,33499890,6BR+5BA Enjoy Whole Floor in Central Singapore,56158235,Vivian,Central Region,River Valley,1.29818,103.83515,Entire home/apt,660,2,0,,,5,304
6336,33500054,6BR+5BA Enjoy Whole Floor in Central Singapore,56158235,Vivian,Central Region,River Valley,1.2967,103.83663,Entire home/apt,660,2,0,,,5,304
6337,33500159,6BR+5BA Enjoy Whole Floor in Central Singapore,56158235,Vivian,Central Region,River Valley,1.29716,103.83639000000001,Entire home/apt,660,2,0,,,5,310
6339,33500409,☀ CLASSY & MODERN STUDIO w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.3159299999999998,103.89695,Entire home/apt,99,5,0,,,113,365
6340,33500475,☀ CLASSY & MODERN 2BR w/ QUEEN BEDS FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31513,103.89737,Entire home/apt,199,3,0,,,113,365
6344,33501728,"TASTEFUL & STYLISH, 1BR near BOTANICAL GARDENS",156409670,Rajan,Central Region,Bukit Timah,1.32108,103.81054,Entire home/apt,190,28,0,,,78,364
6345,33501757,"1BR WIFI, POOL, near Farrer Park MRT",209913841,Richards,Central Region,Kallang,1.31469,103.85268,Entire home/apt,128,15,0,,,157,365
6348,33502335,☀ CLEAN & COSY 2BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31178,103.87784,Entire home/apt,199,3,0,,,113,365
6349,33502376,☀ HUGE & MODERN 2BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.30982,103.8783,Entire home/apt,199,3,0,,,113,361
6352,33502669,☀ BEAUTIFUL & MODERN 2BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.3111899999999999,103.87772,Entire home/apt,199,3,0,,,113,365
6353,33502732,☀ COSY & HOMELY STUDIO APT w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.3142,103.89863000000001,Entire home/apt,99,3,0,,,113,361
6354,33503076,☀CLEAN & MODERN STUDIO APT w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31451,103.89862,Entire home/apt,137,3,0,,,113,365
6356,33503178,☀ SPACIOUS & MODERN 2BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.31409,103.89858000000001,Entire home/apt,187,3,0,,,113,362
6360,33515578,Spacious room for rent,102052937,Marisca,Central Region,River Valley,1.29462,103.83833,Shared room,85,1,0,,,2,332
6373,33563904,Amazing Spacious 1 Bedroom Unit @ Little India 8M8,35691521,Vinn,Central Region,Newton,1.30522,103.84853000000001,Entire home/apt,126,3,0,,,45,243
6374,33565897,Awesome View Window Room @ Chinatown Apartment.,2413412,Kaurus,Central Region,Outram,1.28304,103.84331999999999,Private room,60,90,0,,,112,289
6376,33573944,"1/2 female tenants in each of 3room, or 4rm unit",252986758,Oscar,North-East Region,Sengkang,1.39103,103.9062,Private room,415,90,0,,,1,365
6377,33574408,Bright room in Hipster part of Central Singapore,9234946,Hani,Central Region,Bukit Merah,1.28338,103.8311,Private room,68,90,0,,,5,273
6378,33574821,Beautiful Room in Hippest part of Singapore,9234946,Hani,Central Region,Bukit Merah,1.28195,103.82952,Private room,65,90,0,,,5,364
6380,33593654,1br loft cosy apt 3 mins walk to Jurong E. MRT,66406177,Jay,West Region,Jurong East,1.33474,103.74257,Entire home/apt,129,30,0,,,274,336
6381,33596370,☀ BEAUTIFUL & MODERN 2BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Kallang,1.31104,103.85682,Entire home/apt,208,7,0,,,113,364
6382,33596458,City located studio apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30313,103.86179,Entire home/apt,106,30,0,,,274,300
6383,33596983,"Breakfast, Ensuite Room, in Orchard, Free WiFi",253172592,Royal Plaza On Scotts,Central Region,Orchard,1.30771,103.83193,Private room,256,4,0,,,2,177
6384,33598428,"2BR 10 mins to Kallang MRT, WIFI, Spacious Apt",209913841,Richards,Central Region,Geylang,1.31155,103.87608,Entire home/apt,181,13,0,,,157,365
6385,33599744,"1BR Wifi, Pool Near Farrer Park MRT!",209913841,Richards,Central Region,Kallang,1.31616,103.8544,Entire home/apt,128,14,0,,,157,365
6389,33604087,Beary's Lower Capsule - Mixed - Ensuite Shower,253217128,Beary Best,Central Region,Rochor,1.30189,103.85943,Shared room,200,1,0,,,7,363
6392,33604552,Beary's Lower Capsule - Mixed - Shared Bathroom,253217128,Beary Best,Central Region,Rochor,1.3020200000000002,103.86012,Shared room,200,1,0,,,7,365
6395,33605437,Beary's 2 Single Capsules-Mixed-Shared Bathroom,253217128,Beary Best,Central Region,Rochor,1.3024799999999999,103.85983,Shared room,200,1,0,,,7,365
6396,33619991,Condo Master Room for rent,10776798,Tracey,West Region,Bukit Panjang,1.3484399999999999,103.77219000000001,Private room,65,1,0,,,4,332
6397,33621601,"LUXURY AT EASE, 1 BED-2 BATH on HAVELOCK RD.",156409670,Rajan,North Region,Central Water Catchment,1.35233,103.81874,Entire home/apt,300,2,0,,,78,364
6399,33622349,"LUXURY AT EASE, 1 BED-2 BATH on HAVELOCK RD.",138649185,Paridhi,Central Region,Bukit Merah,1.29006,103.83230999999999,Entire home/apt,299,2,0,,,76,364
6402,33645860,Amazing Spacious 2 Bedroom Apt @ Central G2A,244224227,Sam,Central Region,Geylang,1.31197,103.8781,Entire home/apt,228,3,0,,,6,336
6403,33645971,Amazing Spacious 2 Bedroom Apt @ Central G3A,244224227,Sam,Central Region,Geylang,1.3111,103.87615,Entire home/apt,228,3,0,,,6,337
6404,33645974,Amazing Spacious 2 Bedroom Apt @ Central G4A,244224227,Sam,Central Region,Geylang,1.31155,103.8769,Entire home/apt,228,3,0,,,6,317
6405,33645979,Amazing Spacious 2 Bedroom Apt @ Central G5A,244224227,Sam,Central Region,Geylang,1.3116,103.87751999999999,Entire home/apt,228,3,0,,,6,318
6406,33645980,Amazing Spacious 2 Bedroom Apt @ Central G6A,244224227,Sam,Central Region,Geylang,1.30985,103.87661,Entire home/apt,228,3,0,,,6,290
6407,33645982,Amazing Spacious 2 Bedroom Apt @ Central G7A,244224227,Sam,Central Region,Geylang,1.31,103.87631999999999,Entire home/apt,228,3,0,,,6,319
6408,33648184,"☀1BR WIFI, RoofTop Pool Near ClarkQuay!!",209913841,Richards,Central Region,Singapore River,1.29309,103.84253000000001,Entire home/apt,135,4,0,,,157,302
6409,33649954,Minimum half a year rental North of Singapore,40657532,Yvonne,North Region,Woodlands,1.4316,103.78092,Private room,40,180,0,,,1,365
6413,33692040,☀ BEAUTIFUL & MODERN 2BR FOR STAY ☀,219550151,Rain,Central Region,Novena,1.32095,103.85365999999999,Entire home/apt,208,7,0,,,113,365
6415,33692920,☀ BEAUTIFUL & COSY 1BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Museum,1.2947,103.84318,Entire home/apt,158,5,0,,,113,365
6416,33693358,Cecil Street Studio Premium Apartment,23336011,Heritage Apartments,Central Region,Downtown Core,1.28015,103.84940999999999,Entire home/apt,156,7,0,,,40,365
6417,33698332,"2BR Relaxing & comfortable Apt WIFI, GYM, Pool",201034613,Marcelo,Central Region,Toa Payoh,1.32944,103.86525999999999,Entire home/apt,200,14,0,,,67,365
6418,33698886,"1BR Beautiful Apt with WIFI, POOL, GYM @Boon Keng",201034613,Marcelo,Central Region,Kallang,1.3215,103.86471,Entire home/apt,156,20,0,,,67,365
6419,33700555,Private room for single guest without aircon,9417058,Karen,West Region,Choa Chu Kang,1.38852,103.74184,Private room,35,5,0,,,1,152
6424,33721039,☀ COSY & MODERN 2BR APT w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Novena,1.32631,103.84894,Entire home/apt,178,3,0,,,113,365
6425,33721523,☀ HUGE & MODERN 3BR w/ QUEEN SIZE BEDS FOR STAY ☀,219550151,Rain,Central Region,Novena,1.3258,103.84853000000001,Entire home/apt,287,7,0,,,113,365
6427,33722374,☀ BEAUTIFUL & MODERN 3BR w/ QUEEN BEDS FOR STAY ☀,219550151,Rain,Central Region,Novena,1.32897,103.84295999999999,Entire home/apt,278,7,0,,,113,270
6435,33752742,☀ COSY & CLASSY 1BR w/ QUEEN BED FOR STAY ☀,219550151,Rain,Central Region,Novena,1.32419,103.85334,Entire home/apt,149,7,0,,,113,365
6438,33755957,☀BEAUTIFUL & HUGE 2BR w/ QUEEN SIZE BED FOR STAY ☀,219550151,Rain,North Region,Central Water Catchment,1.3517700000000001,103.81875,Entire home/apt,199,7,0,,,113,365
6445,33759617,☀ COSY & MODERN 2BR w/ QUEEN SIZE BEDS FOR STAY ☀,219550151,Rain,Central Region,Geylang,1.3127,103.88020999999999,Entire home/apt,199,3,0,,,113,365
6446,33760411,☀ COSY & MODERN 1BR w/ QUEEN SIZE BED FOR STAY ☀,219550151,Rain,Central Region,Kallang,1.3136,103.85414,Entire home/apt,158,3,0,,,113,365
6447,33760524,☀ COSY & MODERN 1BR w/ QUEEN SIZE BED FOR STAY ☀,219550151,Rain,Central Region,Kallang,1.3156299999999999,103.85438,Entire home/apt,158,5,0,,,113,365
